timestamp,RoomA:Light__level__ceiling,RoomA:Light__manual_on_off_signal,RoomA:People__amount,RoomA:Sensor__CO2,RoomA:Sensor__room_temperature,RoomA:Window__opened_closed,RoomA_is_occupied
2023-04-10 23:10:00,1.899920344,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 23:15:00,1.882472038,0.0,0.0,425.0,22.46999931,0.0,0
2023-04-10 23:20:00,1.929358959,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 23:25:00,1.947981358,0.0,0.0,425.0,23.62999916,0.0,0
2023-04-10 23:30:00,1.967297077,0.0,0.0,425.0,22.37999916,0.0,0
2023-04-10 23:35:00,1.916298747,0.0,0.0,425.0,22.46999931,0.0,0
2023-04-10 23:40:00,1.951779962,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 23:45:00,1.8952353,0.0,0.0,425.0,22.32999992,0.0,0
2023-04-10 23:50:00,1.922286868,0.0,0.0,425.0,22.35000038,0.0,0
2023-04-10 23:55:00,1.999725938,0.0,0.0,425.0,22.37999916,0.0,0
2023-04-11 00:00:00,1.954782844,0.0,0.0,425.0,22.39999962,0.0,0
2023-04-11 00:05:00,1.939493537,0.0,0.0,425.0,22.23999977,0.0,0
2023-04-11 00:10:00,1.940898418,0.0,0.0,425.0,22.42000008,0.0,0
2023-04-11 00:15:00,1.940834403,0.0,0.0,425.0,22.26000023,0.0,0
2023-04-11 00:20:00,2.00478673,0.0,0.0,425.0,22.29000092,0.0,0
2023-04-11 00:25:00,1.959312201,0.0,0.0,425.0,22.35000038,0.0,0
2023-04-11 00:30:00,1.984520912,0.0,0.0,425.0,22.35000038,0.0,0
2023-04-11 00:35:00,1.936968207,0.0,0.0,425.0,22.37999916,0.0,0
2023-04-11 00:40:00,1.91340065,0.0,0.0,425.0,22.26000023,0.0,0
2023-04-11 00:45:00,1.955348015,0.0,0.0,425.0,22.32999992,0.0,0
2023-04-11 00:50:00,1.941768289,0.0,0.0,425.0,22.35000038,0.0,0
2023-04-11 00:55:00,1.984221935,0.0,0.0,425.0,22.26000023,0.0,0
2023-04-11 01:00:00,1.931773543,0.0,0.0,425.0,22.35000038,0.0,0
2023-04-11 01:05:00,1.958481669,0.0,0.0,425.0,22.26000023,0.0,0
2023-04-11 01:10:00,1.941844225,0.0,0.0,425.0,22.35000038,0.0,0
2023-04-11 01:15:00,1.947840333,0.0,0.0,425.0,22.26000023,0.0,0
2023-04-11 01:20:00,1.899568558,0.0,0.0,425.0,22.39999962,0.0,0
2023-04-11 01:25:00,1.889053702,0.0,0.0,425.0,22.29000092,0.0,0
2023-04-11 01:30:00,1.886411309,0.0,0.0,425.0,22.26000023,0.0,0
2023-04-11 01:35:00,1.894731641,0.0,0.0,425.0,22.21999931,0.0,0
